iter	RMSE
211	449923.4419
212	449315.3414
213	448431.8776
214	447647.1364
215	447412.2998
216	447274.6485
217	447149.6741
218	447115.8846
219	446702.2475
220	446325.3196
221	445907.6012
222	445661.5618
223	445276.6147
224	444288.9438
225	444178.2867
226	443925.1065
227	443090.2366
228	442770.6145
229	442604.1617
230	441758.3083
231	440955.1243
232	440221.2632
233	439884.9346
234	439440.3715
235	439244.0929
236	438714.4665
237	438283.0771
238	437769.0793
239	437502.1935
240	436680.1582
241	436279.0574
242	435836.1602
243	435500.8266
244	434809.137
245	434155.2588
246	433740.6919
247	433548.6268
248	432911.6572
249	432677.6838
250	432244.5031
251	431419.5135
252	431040.9201
253	430850.7157
254	430067.2854
255	429749.9502
256	429152.7181
257	428612.0077
258	427798.8114
259	427395.559
260	426705.1552
261	426193.3288
262	426101.4642
263	425596.3798
264	425133.6001
265	424824.369
266	424246.2096
267	423936.173
268	423465.8385
269	423273.3969
270	423208.8589
271	422931.4358
272	422594.2858
273	422256.1401
274	421720.013
275	421292.2963
276	420633.1104
277	420481.9066
278	419959.0992
279	419826.3809
280	419197.6399
281	418890.4176
282	418513.0672
283	418269.0601
284	417732.4044
285	417138.37
286	416732.1376
287	416363.8639
288	416035.0163
289	415536.0041
290	415323.1935
291	415075.7698
292	414735.9789
293	414542.2602
294	414252.7188
295	413879.9479
296	413279.7771
297	412552.0391
298	411898.4936
299	411167.6001
300	410942.7971
301	410477.8925
302	410257.7794
303	409956.4755
304	409837.8948
305	409712.857
306	409456.3321
307	409098.0764
308	408903.2057
309	408358.7665
310	408208.2465
311	407751.2716
312	407684.6132
313	407216.1156
314	406739.1782
315	406374.3001
316	406332.4625
317	405814.9177
318	405643.6149
319	405287.5542
320	405191.8133
321	404745.5791
322	404450.536
323	404057.2445
324	403584.4378
325	403177.4768
326	403074.0521
327	402750.951
328	402405.0839
329	402387.4806
330	402064.1853
331	401581.7948
332	401117.8877
333	400860.6697
334	400671.6817
335	400429.719
336	400321.9672
337	399716.0359
338	399188.633
339	398900.1601
340	398631.788
341	398369.8727
342	398083.1801
343	397870.5293
344	397427.1858
345	397268.3926
346	397048.8561
347	396475.8193
348	396465.1051
349	396341.1534
350	395843.2269
351	395531.8746
352	395162.5391
353	394741.933
354	394440.2911
355	393904.1147
356	393496.8959
357	393148.5114
358	392856.1111
359	392811.5094
360	392542.8005
361	391983.3366
362	391672.1081
363	391044.6084
364	390734.9595
365	390456.861
366	390157.2316
367	389936.9689
368	389612.6494
369	389219.0147
370	388940.4717
371	388214.2382
372	387915.9217
373	387670.2952
374	387175.7505
375	386806.5
376	386614.0066
377	386578.5581
378	386446.4076
379	386114.42
380	385858.6719
381	385624.8782
382	385369.99
383	384957.6652
384	384696.4326
385	384144.8009
386	383694.4054
387	383185.1316
388	382834.8712
389	382503.1995
390	381991.916
391	381756.726
392	381081.9637
393	380722.8931
394	380578.9187
395	380244.2283
396	379752.1861
397	379442.616
398	379082.3009
399	379074.3541
400	378806.357
401	378186.0504
402	377881.5254
403	377757.4051
404	377389.7884
405	377225.9187
406	376670.5331
407	376539.1554
408	376262.4337
409	375933.5219
410	375553.8201
411	375230.7066
412	374795.234
413	374496.9929
414	374104.1859
415	373556.827
416	373017.426
417	372640.567
418	372497.7519
419	372352.7568
420	372099.3126
421	371613.8525
422	371337.5019
423	370846.5369
424	370503.8074
425	370007.1839
426	369682.0641
427	369491.6662
428	369294.445
429	369229.5178
430	369023.9124
431	368987.3691
432	368664.8822
433	368191.8787
434	367875.3437
435	367553.654
436	367373.431
437	367065.3973
438	366804.0764
439	366356.5861
440	366221.6103
441	365846.7171
442	365476.6919
443	365468.6509
444	365173.4799
445	364989.7762
446	364740.7449
447	364355.6045
448	364165.4055
449	364022.7034
450	363799.9873
451	363607.2385
452	363389.8491
453	363039.0243
454	362578.4949
455	362288.8328
456	361909.346
457	361736.8222
458	361592.1614
459	361153.9943
460	360878.8887
461	360372.2829
462	360054.5272
463	359996.6879
464	359941.3243
465	359777.7604
466	359357.1178
467	359181.1047
468	358679.136
469	358487.1024
470	358236.2823
471	358178.1028
472	357598.3133
473	357267.6028
474	356762.1148
475	356538.5359
476	356328.1462
477	356006.3439
478	355865.5827
479	355566.6137
480	355154.664
481	354642.7706
482	354366.0843
483	354026.2042
484	353865.7239
485	353618.0605
486	353416.2532
487	352915.0824
488	352694.7231
489	352643.6396
490	352340.8449
491	352193.4923
492	352009.5369
493	351623.252
494	351532.7184
495	351366.0234
496	351341.2287
497	351258.6515
498	351074.8943
499	350869.7192
500	350616.1373
501	350368.7807
502	350057.3667
503	349702.3304
504	349466.9605
505	349118.9976
506	348924.7519
507	348733.0658
508	348637.7843
509	348591.9326
510	348390.3081
511	348215.5864
512	348050.7063
513	348047.5487
514	347825.4248
515	347694.0039
516	347593.6159
517	347326.1071
518	347075.8775
519	346752.8713
520	346452.2896
521	346377.1599
522	346155.4766
523	346000.5523
524	345724.0844
525	345681.5836
526	345432.3094
527	345424.679
528	345205.4728
529	345018.4399
530	344833.1381
531	344732.9232
532	344414.8767
533	344154.633
534	343884.7969
535	343732.7364
536	343329.1566
537	343157.9691
538	342930.259
539	342764.8666
540	342547.1052
541	342266.9035
542	342145.8108
543	341918.9104
544	341544.5262
545	341179.0829
546	340938.374
547	340684.7933
548	340536.3196
549	340195.8197
550	339896.2536
551	339653.4475
552	339366.9799
553	338945.4831
554	338937.7286
555	338779.9005
556	338417.6929
557	338175.9772
558	337878.0671
559	337504.7731
560	337314.6521
561	337160.5929
562	336835.6069
563	336510.3554
564	336132.4741
565	336089.6157
566	335772.1488
567	335560.4245
568	335173.414
569	335003.8706
570	334775.2182
571	334624.1192
572	334351.0947
573	334262.9279
574	334208.054
575	334008.4285
576	333581.7047
577	333292.8322
578	332936.4768
579	332480.2453
580	332177.8625
581	331969.4031
582	331548.6182
583	331403.4923
584	331189.5562
585	330924.1543
586	330915.8686
587	330892.3528
588	330789.9595
589	330425.5233
590	330256.0601
591	330037.6715
592	329726.6978
593	329581.0561
594	329183.3141
595	328949.6918
596	328842.0755
597	328832.3154
598	328699.1613
599	328521.3215
600	328416.3397
601	328094.6312
602	327814.5603
603	327692.6682
604	327643.8477
605	327468.8393
606	327190.7729
607	326741.3893
608	326420.2906
609	326241.9386
610	326007.4977
611	326000.1955
612	325802.9079
613	325660.2747
614	325647.3386
615	325507.508
616	325110.2008
617	324903.5118
618	324614.75
619	324403.5765
620	324224.4578
621	324043.254
622	323813.3781
623	323710.4993
624	323460.7435
625	323423.5112
626	323134.1852
627	322789.661
628	322601.1783
629	322406.3138
630	322165.8205
631	321903.5696
632	321771.2761
633	321570.2741
634	321381.4138
635	321148.5364
636	320919.0355
637	320593.1425
638	320436.2006
639	320264.4104
640	320118.5399
641	320084.744
642	319908.8897
643	319747.6088
644	319632.1777
645	319411.8495
646	319142.483
647	319097.602
648	319079.6542
649	318931.9675
650	318853.415
651	318826.3963
652	318474.1008
653	318249.0263
654	318115.6896
655	317940.0397
656	317657.1069
657	317635.4319
658	317631.1908
659	317403.8354
660	317054.2461
661	316892.2521
662	316537.7527
663	316534.0273
664	316321.4076
665	316239.5161
666	316104.3236
667	315907.7146
668	315755.2081
669	315743.2057
670	315422.1105
671	315410.6262
672	315202.8512
673	315063.7697
674	314745.5342
675	314494.6055
676	314279.3114
677	313975.8376
678	313653.613
679	313566.7109
680	313376.8801
681	313296.5166
682	312932.7405
683	312784.4657
684	312466.1786
685	312339.7434
686	312195.6513
687	311875.8678
688	311805.3744
689	311497.901
690	311248.2919
691	311007.7754
692	310866.94
693	310706.844
694	310539.7313
695	310403.2856
696	310299.72
697	310069.6185
698	309938.1726
699	309763.0587
700	309697.0036
701	309532.3265
702	309237.2266
703	309217.4138
704	308950.0749
705	308886.5785
706	308819.9782
707	308495.7638
708	308358.7507
709	308189.8225
710	307994.103
711	307811.6481
712	307785.7444
713	307629.9624
714	307437.7592
715	307187.64
716	307127.84
717	306932.5731
718	306793.1405
719	306551.6708
720	306403.6187
721	306247.5049
722	306100.6222
723	305888.619
724	305679.866
725	305549.5964
726	305286.6257
727	305266.0075
728	305013.6987
729	304860.7493
730	304679.234
731	304671.793
732	304530.8493
733	304513.2444
734	304308.7011
735	304133.9604
736	303820.6096
737	303656.1167
738	303306.5346
739	303198.8163
740	302946.6379
741	302777.9152
742	302556.4784
743	302320.9379
744	302078.801
745	302059.2944
746	301881.6127
747	301738.8723
748	301681.5676
749	301521.4277
750	301285.8263
751	301278.6931
752	301271.8783
753	301050.7234
754	300951.9258
755	300677.4034
756	300443.5945
757	300318.6737
758	300157.1126
759	299925.4001
760	299840.0239
761	299749.8274
762	299629.5127
763	299469.791
764	299463.1448
765	299263.4464
766	299097.1449
767	298989.5382
768	298845.7694
769	298789.4831
770	298610.5884
771	298361.4596
772	298286.8288
773	297935.2488
774	297674.7513
775	297525.3959
776	297429.1704
777	297261.3256
778	297124.8693
779	296945.0132
780	296647.6156
781	296478.1404
782	296173.6721
783	296080.4973
784	295908.1589
785	295826.5213
786	295620.0382
787	295470.0715
788	295343.7452
789	295056.0646
790	294741.5099
791	294535.6287
792	294406.1878
793	294228.3651
794	294138.5101
795	293882.8906
796	293705.3249
797	293697.5982
798	293591.27
799	293470.722
800	293290.7059
801	293126.535
802	293001.888
803	292747.3981
804	292536.7635
805	292350.9913
806	292197.7056
807	291960.8219
808	291816.6184
809	291701.5514
810	291576.1393
811	291313.5976
812	291235.9134
813	291047.0444
814	291010.2355
815	290864.914
816	290557.5656
817	290478.8555
818	290207.1047
819	290110.3928
820	289807.9659
821	289725.5913
822	289502.8145
823	289353.9603
824	289253.6782
825	288975.1291
826	288749.9139
827	288650.0808
828	288563.6396
829	288349.7343
830	288224.634
831	287983.8591
832	287924.9506
833	287908.7116
834	287754.3495
835	287519.4822
836	287402.429
837	287275.9332
838	287158.427
839	286964.2372
840	286651.3363
841	286512.4738
842	286215.6542
843	286078.9305
844	285799.9266
845	285793.4932
846	285655.2198
847	285571.0219
848	285379.1747
849	285257.2842
850	285171.5219
851	285072.5508
852	284936.5029
853	284783.4779
854	284540.8571
855	284411.834
856	284295.9273
857	284210.8052
858	284112.3104
859	284105.9938
860	283892.0791
861	283686.7519
862	283468.102
863	283188.4675
864	282969.7809
865	282952.0271
866	282700.1506
867	282517.4289
868	282336.2783
869	282217.8511
870	282091.4069
871	281988.047
872	281928.9233
873	281807.7595
874	281687.5475
875	281517.0997
876	281331.3135
877	281138.394
878	281012.4864
879	280792.6322
880	280588.0262
881	280581.8704
882	280476.7637
883	280253.9274
884	280124.3847
885	279951.349
886	279767.1626
887	279546.1703
888	279404.8174
889	279173.08
890	279034.882
891	278911.339
892	278734.3934
893	278496.7976
894	278260.5231
895	278079.2863
896	277869.3249
897	277715.3587
898	277554.2263
899	277381.9506
900	277311.7368
901	277117.6419
902	276984.4421
903	276823.8501
904	276675.6465
905	276451.461
906	276277.4851
907	276001.0195
908	275894.6661
909	275750.886
910	275551.5067
911	275364.2568
912	275147.3108
913	274980.1805
914	274839.936
915	274608.9483
916	274551.2751
917	274441.889
918	274234.3754
919	274030.7854
920	273782.634
921	273664.6498
922	273509.9757
923	273363.7766
924	273160.3533
925	272943.2717
926	272786.5637
927	272602.1485
928	272477.7115
929	272329.4059
930	272276.7959
931	272119.2271
932	271951.9218
933	271846.818
934	271738.8608
935	271629.593
936	271429.5164
937	271297.6695
938	271132.0871
939	270880.0136
940	270808.6725
941	270712.9043
942	270508.3282
943	270409.5141
944	270252.6206
945	270127.8758
946	269990.0537
947	269824.4261
948	269570.0982
949	269339.9786
950	269225.3413
951	269082.7764
952	268874.9813
953	268792.0282
954	268687.7049
955	268534.2241
956	268388.7827
957	268321.2986
958	268101.4463
959	267845.1552
960	267650.4071
961	267433.9387
962	267244.6331
963	267034.7341
964	266920.3898
965	266723.1596
966	266563.5012
967	266417.7666
968	266255.9355
969	266177.8247
970	266138.9022
971	265989.3517
972	265863.5363
973	265720.8011
974	265545.1869
975	265465.5227
976	265310.0573
977	265302.7629
978	265257.3171
979	265181.9499
980	265064.15
981	264906.118
982	264714.6798
983	264599.1916
984	264449.6132
985	264389.6967
986	264284.5069
987	264094.3583
988	263966.5485
989	263842.5791
990	263712.3413
991	263533.49
992	263527.6952
993	263431.2549
994	263307.7807
995	263142.8103
996	263042.5098
997	262959.1549
998	262783.282
999	262777.558
