ID на сайте,Источник,district_name,n_buildings_300m,n_living_buildings_300m,n_flats_300m,min_bc_distance_300m,mean_bc_distance_300m,traffic1_300m,traffic2_300m,traffic3_300m,traffic4_300m,district_price,n_buildings_600m,n_living_buildings_600m,n_flats_600m,min_bc_distance_600m,mean_bc_distance_600m,traffic1_600m,traffic2_600m,traffic3_600m,traffic4_600m,Медицина_300,Стоматологии_300,"Аптеки, оптики_300",Салоны красоты_300,"Бани, сауны_300","Фитнес-центры, тренажерные_300",Супермаркеты_300,Гипермаркеты_300,Продуктовые магазины_300,"Алкомаркеты, магазины пива_300","Школы, лицеи, гимназии_300",Детские сады_300,"Колледжи, институты_300",Студенческие общежития_300,"Торговые центры, моллы_300",Бизнес-центры_300,Пункты выдачи товаров_300,Ветаптеки и ветклиники_300,Магазины цветов_300,"Прачечные, химчистки_300",Детские игровые залы_300,Религия_300,"Пиццерии, суши, столовые_300","Пекарни, кофейни_300","Кафе, бары, рестораны_300",Социальные_300,Банки_300,Медицина_600,Стоматологии_600,"Аптеки, оптики_600",Салоны красоты_600,"Бани, сауны_600","Фитнес-центры, тренажерные_600",Супермаркеты_600,Гипермаркеты_600,Продуктовые магазины_600,"Алкомаркеты, магазины пива_600","Школы, лицеи, гимназии_600",Детские сады_600,"Колледжи, институты_600",Студенческие общежития_600,"Торговые центры, моллы_600",Бизнес-центры_600,Пункты выдачи товаров_600,Ветаптеки и ветклиники_600,Магазины цветов_600,"Прачечные, химчистки_600",Детские игровые залы_600,Религия_600,"Пиццерии, суши, столовые_600","Пекарни, кофейни_600","Кафе, бары, рестораны_600",Социальные_600,Банки_600
3034070567540996096,realty.yandex.ru,Марьина Роща,50.0,2.0,1372.0,28.0,214.69230769230768,4050,24198,4243,28110,402200.0,160.0,27.0,3981.0,28.0,341.25925925925924,4050,24198,4243,28110,1.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,4.0,3.0,2.0,1.0,0.0,1.0,5.0,7.0,23.0,0.0,0.0,8.0,6.0,16.0,18.0,1.0,2.0,6.0,1.0,34.0,3.0,2.0,1.0,3.0,0.0,6.0,10.0,16.0,10.0,7.0,2.0,0.0,2.0,12.0,33.0,72.0,2.0,1.0
323075567,cian.ru,Басманный,115.0,10.0,208.0,0.0,190.63636363636363,1960,50833,99,7116,461200.0,504.0,67.0,1258.0,0.0,388.54700854700855,1960,50833,99,7116,13.0,7.0,7.0,50.0,0.0,3.0,4.0,0.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,6.0,0.0,6.0,4.0,0.0,4.0,8.0,21.0,65.0,3.0,3.0,43.0,20.0,30.0,167.0,0.0,14.0,11.0,0.0,34.0,3.0,2.0,2.0,14.0,1.0,3.0,14.0,15.0,0.0,20.0,18.0,3.0,21.0,24.0,91.0,276.0,7.0,6.0
2361989379647574016,realty.yandex.ru,Свиблово,44.0,23.0,2649.0,4.0,148.66666666666666,10002,25880,5875,7910,356200.0,164.0,64.0,10590.0,4.0,392.0,10002,25880,5875,7910,1.0,2.0,10.0,11.0,0.0,0.0,4.0,0.0,27.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,15.0,1.0,3.0,3.0,0.0,0.0,1.0,8.0,12.0,1.0,3.0,16.0,5.0,18.0,27.0,0.0,2.0,8.0,0.0,39.0,3.0,7.0,4.0,7.0,1.0,1.0,2.0,31.0,9.0,6.0,5.0,0.0,1.0,7.0,11.0,18.0,1.0,3.0
321498517,cian.ru,Таганский,95.0,14.0,796.0,15.0,157.6818181818182,10292,50337,456,6586,433700.0,299.0,80.0,6848.0,15.0,301.5217391304348,10292,50337,456,6586,5.0,5.0,11.0,12.0,0.0,2.0,0.0,0.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,6.0,1.0,3.0,4.0,0.0,1.0,8.0,17.0,21.0,2.0,0.0,24.0,12.0,19.0,38.0,1.0,2.0,5.0,0.0,44.0,10.0,4.0,3.0,2.0,0.0,0.0,3.0,20.0,3.0,5.0,8.0,0.0,6.0,12.0,26.0,34.0,8.0,2.0
320685513,cian.ru,Пресненский,92.0,28.0,1629.0,96.0,196.92,1264,12620,1506,8435,621300.0,360.0,128.0,7738.0,96.0,348.71153846153845,1264,12620,1506,8435,14.0,6.0,20.0,24.0,1.0,7.0,6.0,0.0,18.0,5.0,3.0,3.0,2.0,0.0,0.0,6.0,14.0,1.0,6.0,7.0,0.0,0.0,13.0,18.0,30.0,3.0,2.0,45.0,15.0,35.0,73.0,1.0,16.0,13.0,0.0,35.0,9.0,8.0,8.0,3.0,1.0,3.0,7.0,31.0,4.0,15.0,9.0,0.0,4.0,18.0,41.0,56.0,8.0,3.0
324199530,cian.ru,Беговой,44.0,16.0,1527.0,149.0,243.625,7908,58823,1472,11378,414000.0,275.0,89.0,7009.0,149.0,421.2096774193548,7908,58823,1472,11378,4.0,2.0,8.0,26.0,0.0,2.0,5.0,0.0,10.0,5.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,0.0,5.0,3.0,0.0,2.0,2.0,13.0,28.0,1.0,1.0,46.0,12.0,29.0,111.0,1.0,9.0,14.0,0.0,22.0,11.0,1.0,4.0,1.0,0.0,0.0,17.0,18.0,0.0,16.0,13.0,0.0,7.0,19.0,33.0,113.0,6.0,5.0
322930746,cian.ru,Лефортово,42.0,14.0,1491.0,1.0,96.25,5058,34618,885,14609,279300.0,209.0,58.0,5730.0,1.0,385.2857142857143,5058,34618,885,14609,7.0,2.0,9.0,9.0,0.0,2.0,3.0,0.0,4.0,3.0,1.0,0.0,9.0,0.0,0.0,3.0,10.0,1.0,6.0,2.0,0.0,0.0,6.0,10.0,22.0,2.0,2.0,12.0,7.0,23.0,30.0,0.0,4.0,9.0,0.0,32.0,7.0,7.0,3.0,32.0,3.0,0.0,3.0,30.0,6.0,12.0,6.0,0.0,0.0,15.0,24.0,35.0,7.0,2.0
321970842,cian.ru,Соколиная Гора,68.0,9.0,767.0,4.0,186.2173913043478,10480,91013,4192,17507,354400.0,329.0,51.0,4512.0,4.0,396.9157894736842,10480,91013,4192,17507,6.0,4.0,11.0,23.0,0.0,4.0,5.0,0.0,17.0,5.0,3.0,0.0,0.0,0.0,4.0,3.0,12.0,3.0,9.0,8.0,0.0,0.0,12.0,12.0,36.0,1.0,0.0,19.0,10.0,18.0,52.0,1.0,8.0,8.0,0.0,30.0,13.0,11.0,3.0,8.0,2.0,4.0,28.0,22.0,11.0,12.0,10.0,0.0,0.0,36.0,29.0,46.0,6.0,0.0
324434053,cian.ru,Пресненский,21.0,8.0,1773.0,0.0,204.8,4670,318598,5210,103583,621300.0,71.0,29.0,3682.0,0.0,303.48148148148147,4670,318598,5210,103583,18.0,5.0,38.0,63.0,0.0,13.0,8.0,0.0,30.0,17.0,0.0,0.0,1.0,0.0,2.0,12.0,15.0,6.0,27.0,12.0,2.0,0.0,35.0,61.0,116.0,1.0,8.0,42.0,7.0,53.0,79.0,0.0,15.0,13.0,0.0,46.0,20.0,0.0,2.0,1.0,0.0,5.0,16.0,17.0,7.0,32.0,16.0,2.0,1.0,50.0,93.0,152.0,1.0,13.0
320518510,cian.ru,Пресненский,21.0,8.0,1773.0,0.0,204.8,4670,318598,5210,103583,621300.0,71.0,29.0,3682.0,0.0,303.48148148148147,4670,318598,5210,103583,18.0,5.0,38.0,63.0,0.0,13.0,8.0,0.0,30.0,17.0,0.0,0.0,1.0,0.0,2.0,12.0,15.0,6.0,27.0,12.0,2.0,0.0,35.0,61.0,116.0,1.0,8.0,42.0,7.0,53.0,79.0,0.0,15.0,13.0,0.0,46.0,20.0,0.0,2.0,1.0,0.0,5.0,16.0,17.0,7.0,32.0,16.0,2.0,1.0,50.0,93.0,152.0,1.0,13.0
141801136157788400,realty.yandex.ru,Якиманка,48.0,15.0,1020.0,87.0,193.875,6970,63243,1244,10338,680600.0,258.0,56.0,3648.0,87.0,424.6571428571429,6970,63243,1244,10338,10.0,2.0,8.0,10.0,0.0,3.0,1.0,0.0,6.0,0.0,0.0,1.0,11.0,0.0,0.0,4.0,1.0,0.0,5.0,1.0,0.0,1.0,6.0,10.0,25.0,0.0,0.0,57.0,6.0,20.0,27.0,0.0,8.0,4.0,0.0,16.0,8.0,2.0,9.0,25.0,0.0,1.0,8.0,4.0,1.0,8.0,3.0,1.0,3.0,15.0,22.0,45.0,4.0,2.0
5203054433260793856,realty.yandex.ru,Мещанский,96.0,27.0,1474.0,76.0,195.2,9926,85711,1120,9932,530600.0,331.0,101.0,6830.0,76.0,362.0862068965517,9926,85711,1120,9932,12.0,10.0,14.0,31.0,0.0,5.0,5.0,0.0,11.0,1.0,1.0,1.0,6.0,0.0,0.0,4.0,9.0,0.0,7.0,1.0,0.0,2.0,11.0,21.0,25.0,1.0,3.0,49.0,22.0,33.0,78.0,1.0,11.0,16.0,0.0,25.0,13.0,6.0,4.0,9.0,0.0,0.0,7.0,20.0,6.0,18.0,12.0,0.0,7.0,28.0,45.0,65.0,10.0,3.0
322370364,cian.ru,Щукино,60.0,45.0,2742.0,134.0,174.2,3970,15988,2896,8913,395300.0,211.0,138.0,10953.0,134.0,344.5,3970,15988,2896,8913,11.0,3.0,19.0,46.0,0.0,3.0,13.0,0.0,35.0,11.0,0.0,1.0,0.0,0.0,4.0,0.0,16.0,3.0,10.0,7.0,0.0,0.0,3.0,18.0,24.0,3.0,4.0,32.0,19.0,33.0,107.0,0.0,7.0,17.0,0.0,49.0,14.0,6.0,9.0,5.0,1.0,4.0,4.0,41.0,9.0,16.0,11.0,0.0,1.0,5.0,23.0,32.0,8.0,5.0
323080981,cian.ru,Беговой,52.0,18.0,1625.0,157.0,231.0,5766,58823,1472,11378,414000.0,281.0,89.0,7120.0,157.0,423.8360655737705,5766,58823,1472,11378,4.0,2.0,7.0,32.0,0.0,1.0,6.0,0.0,6.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,7.0,0.0,5.0,4.0,0.0,2.0,5.0,10.0,20.0,2.0,1.0,40.0,12.0,28.0,97.0,1.0,8.0,15.0,0.0,22.0,12.0,1.0,4.0,1.0,0.0,0.0,15.0,19.0,1.0,17.0,12.0,0.0,7.0,20.0,34.0,100.0,6.0,5.0
323352635,cian.ru,Пресненский,21.0,8.0,1773.0,0.0,204.8,4670,318598,5210,103583,621300.0,71.0,29.0,3682.0,0.0,303.48148148148147,4670,318598,5210,103583,18.0,5.0,38.0,63.0,0.0,13.0,8.0,0.0,30.0,17.0,0.0,0.0,1.0,0.0,2.0,12.0,15.0,6.0,27.0,12.0,2.0,0.0,35.0,61.0,116.0,1.0,8.0,42.0,7.0,53.0,79.0,0.0,15.0,13.0,0.0,46.0,20.0,0.0,2.0,1.0,0.0,5.0,16.0,17.0,7.0,32.0,16.0,2.0,1.0,50.0,93.0,152.0,1.0,13.0
5228409285432275968,realty.yandex.ru,Пресненский,19.0,8.0,253.0,25.0,205.53333333333333,4670,318598,5210,103583,621300.0,68.0,28.0,3622.0,25.0,297.3076923076923,4670,318598,5210,103583,20.0,5.0,41.0,69.0,0.0,13.0,9.0,0.0,30.0,17.0,0.0,0.0,1.0,0.0,2.0,12.0,14.0,7.0,27.0,13.0,2.0,0.0,36.0,65.0,119.0,1.0,10.0,37.0,7.0,53.0,79.0,0.0,15.0,13.0,0.0,46.0,20.0,0.0,1.0,1.0,0.0,5.0,16.0,16.0,7.0,32.0,16.0,2.0,1.0,50.0,93.0,152.0,1.0,13.0
8232352984612334592,realty.yandex.ru,Пресненский,85.0,34.0,2581.0,43.0,198.22222222222223,5690,28734,1902,3830,621300.0,365.0,105.0,6261.0,43.0,385.55555555555554,5690,28734,1902,3830,12.0,3.0,9.0,17.0,0.0,3.0,4.0,0.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,8.0,3.0,4.0,2.0,1.0,0.0,2.0,18.0,12.0,1.0,1.0,35.0,13.0,26.0,57.0,1.0,13.0,9.0,0.0,25.0,7.0,5.0,6.0,9.0,1.0,0.0,8.0,20.0,3.0,8.0,9.0,1.0,4.0,19.0,45.0,58.0,4.0,5.0
322854989,cian.ru,Тушино Северное,29.0,17.0,3354.0,202.0,225.3333333333333,1952,3415,1670,1628,310000.0,127.0,82.0,12088.0,202.0,225.3333333333333,1952,3415,1670,1628,6.0,1.0,11.0,19.0,0.0,0.0,4.0,0.0,17.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,14.0,2.0,5.0,4.0,0.0,0.0,1.0,13.0,4.0,0.0,1.0,11.0,6.0,29.0,43.0,1.0,1.0,11.0,0.0,46.0,16.0,7.0,5.0,0.0,0.0,4.0,0.0,32.0,5.0,13.0,8.0,3.0,0.0,4.0,25.0,27.0,5.0,5.0
322780658,cian.ru,Тушино Северное,29.0,17.0,3354.0,202.0,225.3333333333333,1952,3415,1670,1628,310000.0,127.0,82.0,12088.0,202.0,225.3333333333333,1952,3415,1670,1628,6.0,1.0,11.0,19.0,0.0,0.0,4.0,0.0,17.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,14.0,2.0,5.0,4.0,0.0,0.0,1.0,13.0,4.0,0.0,1.0,11.0,6.0,29.0,43.0,1.0,1.0,11.0,0.0,46.0,16.0,7.0,5.0,0.0,0.0,4.0,0.0,32.0,5.0,13.0,8.0,3.0,0.0,4.0,25.0,27.0,5.0,5.0
323352485,cian.ru,Мещанский,148.0,61.0,1050.0,41.0,194.8055555555556,968,13267,1508,20457,530600.0,600.0,237.0,5462.0,41.0,386.1111111111111,968,13267,1508,20457,24.0,14.0,13.0,45.0,0.0,3.0,2.0,0.0,5.0,5.0,2.0,2.0,3.0,0.0,1.0,9.0,2.0,4.0,11.0,8.0,0.0,0.0,14.0,20.0,69.0,5.0,2.0,57.0,40.0,31.0,150.0,0.0,9.0,10.0,0.0,23.0,16.0,6.0,7.0,14.0,0.0,1.0,25.0,13.0,5.0,19.0,13.0,0.0,8.0,30.0,47.0,156.0,10.0,7.0
323098951,cian.ru,Басманный,171.0,56.0,1397.0,72.0,182.47619047619048,1322,9575,508,3505,461200.0,664.0,227.0,5036.0,72.0,401.83838383838383,1322,9575,508,3505,25.0,5.0,4.0,28.0,0.0,1.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,4.0,5.0,25.0,2.0,0.0,77.0,29.0,25.0,154.0,0.0,20.0,13.0,0.0,21.0,15.0,8.0,5.0,14.0,0.0,0.0,8.0,11.0,1.0,13.0,7.0,0.0,6.0,13.0,43.0,179.0,10.0,2.0
3581308491409006080,realty.yandex.ru,Беговой,43.0,16.0,1527.0,148.0,243.25,6210,58823,1472,11378,414000.0,275.0,89.0,7009.0,148.0,421.11290322580646,6210,58823,1472,11378,4.0,2.0,8.0,26.0,0.0,2.0,5.0,0.0,10.0,5.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,0.0,5.0,3.0,0.0,2.0,2.0,13.0,28.0,1.0,1.0,46.0,12.0,29.0,111.0,1.0,9.0,14.0,0.0,22.0,11.0,1.0,4.0,1.0,0.0,0.0,17.0,18.0,0.0,16.0,13.0,0.0,7.0,19.0,33.0,113.0,6.0,5.0
321496911,cian.ru,Якиманка,45.0,13.0,895.0,93.0,200.44444444444449,6970,63243,1244,9687,680600.0,256.0,57.0,4161.0,93.0,388.41379310344826,6970,63243,1244,9687,8.0,3.0,8.0,12.0,0.0,3.0,1.0,0.0,6.0,0.0,0.0,1.0,11.0,0.0,0.0,4.0,1.0,0.0,5.0,1.0,0.0,1.0,6.0,10.0,25.0,0.0,0.0,53.0,6.0,19.0,28.0,0.0,8.0,4.0,0.0,15.0,8.0,2.0,8.0,25.0,0.0,1.0,7.0,4.0,1.0,8.0,3.0,1.0,4.0,15.0,22.0,45.0,4.0,2.0
323347719,cian.ru,Замоскворечье,110.0,31.0,1712.0,12.0,198.6451612903226,1712,41904,853,24197,543700.0,419.0,99.0,3778.0,12.0,394.85849056603774,1712,41904,853,24197,8.0,4.0,2.0,29.0,0.0,5.0,4.0,0.0,5.0,5.0,1.0,0.0,15.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,1.0,4.0,6.0,12.0,2.0,1.0,34.0,10.0,15.0,91.0,1.0,11.0,10.0,0.0,25.0,12.0,5.0,1.0,24.0,0.0,3.0,9.0,15.0,0.0,15.0,9.0,0.0,6.0,21.0,38.0,96.0,10.0,4.0
321572359,cian.ru,Хамовники,120.0,29.0,1169.0,30.0,165.37142857142857,338,11113,754,17921,846800.0,408.0,117.0,5846.0,30.0,305.43939393939394,338,11113,754,17921,24.0,11.0,9.0,24.0,2.0,5.0,2.0,0.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,11.0,6.0,1.0,6.0,1.0,0.0,1.0,14.0,22.0,31.0,2.0,1.0,73.0,15.0,24.0,69.0,2.0,8.0,13.0,0.0,9.0,12.0,8.0,2.0,10.0,1.0,0.0,15.0,15.0,5.0,13.0,8.0,0.0,2.0,24.0,43.0,57.0,6.0,2.0
324325103,cian.ru,Замоскворечье,183.0,34.0,938.0,37.0,181.6,886,10458,360,5624,543700.0,678.0,141.0,4838.0,37.0,392.59090909090907,886,10458,360,5624,6.0,3.0,0.0,25.0,0.0,4.0,1.0,0.0,3.0,0.0,1.0,0.0,5.0,0.0,0.0,4.0,7.0,1.0,2.0,3.0,0.0,5.0,1.0,8.0,13.0,5.0,3.0,47.0,12.0,17.0,92.0,1.0,7.0,12.0,0.0,22.0,10.0,3.0,4.0,22.0,0.0,1.0,8.0,30.0,4.0,18.0,10.0,1.0,18.0,12.0,51.0,97.0,8.0,5.0
320857757,cian.ru,Тверской,71.0,16.0,1209.0,45.0,200.25,1554,26336,856,21644,609300.0,326.0,110.0,6622.0,45.0,395.12280701754383,1554,26336,856,21644,7.0,4.0,9.0,25.0,0.0,3.0,3.0,0.0,34.0,2.0,1.0,1.0,0.0,0.0,0.0,8.0,4.0,0.0,6.0,3.0,1.0,2.0,10.0,18.0,62.0,3.0,5.0,38.0,14.0,26.0,112.0,0.0,10.0,14.0,0.0,49.0,14.0,3.0,4.0,29.0,3.0,0.0,14.0,22.0,4.0,15.0,7.0,2.0,2.0,25.0,47.0,158.0,5.0,6.0
324390205,cian.ru,Хамовники,190.0,69.0,1302.0,0.0,164.6,852,8646,1102,5033,846800.0,618.0,221.0,5860.0,0.0,371.8571428571428,852,8646,1102,5033,8.0,6.0,4.0,17.0,0.0,4.0,4.0,0.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,6.0,2.0,7.0,15.0,3.0,0.0,24.0,14.0,11.0,66.0,0.0,7.0,7.0,0.0,5.0,9.0,10.0,4.0,13.0,0.0,0.0,8.0,4.0,2.0,10.0,8.0,0.0,14.0,12.0,29.0,50.0,5.0,2.0
321465437,cian.ru,Раменки,31.0,11.0,3379.0,,,1070,2530,1806,5440,483300.0,110.0,40.0,8076.0,387.0,433.0,1070,2530,1806,5440,5.0,12.0,3.0,21.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,3.0,2.0,3.0,5.0,0.0,0.0,2.0,8.0,11.0,1.0,0.0,17.0,17.0,14.0,46.0,0.0,4.0,8.0,0.0,7.0,5.0,7.0,11.0,10.0,6.0,2.0,0.0,18.0,4.0,12.0,9.0,0.0,1.0,5.0,13.0,32.0,1.0,0.0
322769504,cian.ru,Мещанский,175.0,70.0,1117.0,23.0,205.5428571428572,878,20814,776,9614,530600.0,635.0,231.0,4461.0,23.0,404.11764705882354,878,20814,776,9614,17.0,7.0,6.0,41.0,0.0,4.0,1.0,0.0,7.0,2.0,0.0,1.0,2.0,0.0,0.0,4.0,3.0,0.0,5.0,2.0,0.0,6.0,10.0,9.0,44.0,2.0,0.0,72.0,27.0,27.0,176.0,1.0,18.0,9.0,0.0,26.0,14.0,4.0,3.0,24.0,0.0,1.0,21.0,15.0,0.0,19.0,16.0,0.0,16.0,26.0,63.0,193.0,9.0,5.0
5203054433262692352,realty.yandex.ru,Басманный,99.0,38.0,1558.0,134.0,236.7142857142857,4942,36631,2424,16400,461200.0,463.0,156.0,5258.0,134.0,436.8936170212766,4942,36631,2424,16400,13.0,4.0,9.0,37.0,0.0,1.0,4.0,0.0,10.0,2.0,1.0,0.0,1.0,0.0,1.0,4.0,6.0,2.0,7.0,5.0,0.0,0.0,12.0,27.0,38.0,2.0,0.0,40.0,18.0,24.0,153.0,1.0,7.0,18.0,0.0,28.0,12.0,4.0,5.0,22.0,2.0,1.0,10.0,24.0,2.0,19.0,8.0,0.0,4.0,34.0,67.0,115.0,7.0,1.0
8302403454208357376,realty.yandex.ru,Дорогомилово,70.0,18.0,1649.0,77.0,207.28571428571428,1786,5818,1466,9710,530200.0,190.0,58.0,6599.0,77.0,301.7083333333333,1786,5818,1466,9710,4.0,7.0,7.0,23.0,0.0,0.0,4.0,0.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0,4.0,3.0,1.0,4.0,4.0,0.0,0.0,7.0,6.0,8.0,0.0,0.0,10.0,16.0,26.0,51.0,0.0,2.0,12.0,0.0,71.0,10.0,2.0,3.0,0.0,0.0,2.0,5.0,14.0,3.0,22.0,12.0,1.0,1.0,14.0,38.0,74.0,5.0,2.0
321563446,cian.ru,Дорогомилово,70.0,18.0,1649.0,76.0,207.2142857142857,1786,5818,1466,9710,530200.0,190.0,58.0,6599.0,76.0,301.625,1786,5818,1466,9710,4.0,7.0,7.0,23.0,0.0,0.0,4.0,0.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0,4.0,3.0,1.0,4.0,4.0,0.0,0.0,7.0,6.0,8.0,0.0,0.0,10.0,16.0,26.0,51.0,0.0,2.0,12.0,0.0,71.0,10.0,2.0,3.0,0.0,0.0,2.0,5.0,14.0,3.0,22.0,12.0,1.0,1.0,14.0,38.0,74.0,5.0,2.0
322240876,cian.ru,Дорогомилово,70.0,18.0,1649.0,76.0,207.2142857142857,1786,5818,1466,9710,530200.0,190.0,58.0,6599.0,76.0,301.625,1786,5818,1466,9710,4.0,7.0,7.0,23.0,0.0,0.0,4.0,0.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0,4.0,3.0,1.0,4.0,4.0,0.0,0.0,7.0,6.0,8.0,0.0,0.0,10.0,16.0,26.0,51.0,0.0,2.0,12.0,0.0,71.0,10.0,2.0,3.0,0.0,0.0,2.0,5.0,14.0,3.0,22.0,12.0,1.0,1.0,14.0,38.0,74.0,5.0,2.0
322385458,cian.ru,Дорогомилово,70.0,18.0,1649.0,76.0,207.2142857142857,1786,5818,1466,9710,530200.0,190.0,58.0,6599.0,76.0,301.625,1786,5818,1466,9710,4.0,7.0,7.0,23.0,0.0,0.0,4.0,0.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0,4.0,3.0,1.0,4.0,4.0,0.0,0.0,7.0,6.0,8.0,0.0,0.0,10.0,16.0,26.0,51.0,0.0,2.0,12.0,0.0,71.0,10.0,2.0,3.0,0.0,0.0,2.0,5.0,14.0,3.0,22.0,12.0,1.0,1.0,14.0,38.0,74.0,5.0,2.0
321563444,cian.ru,Дорогомилово,70.0,18.0,1649.0,76.0,207.2142857142857,1786,5818,1466,9710,530200.0,190.0,58.0,6599.0,76.0,301.625,1786,5818,1466,9710,4.0,7.0,7.0,23.0,0.0,0.0,4.0,0.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0,4.0,3.0,1.0,4.0,4.0,0.0,0.0,7.0,6.0,8.0,0.0,0.0,10.0,16.0,26.0,51.0,0.0,2.0,12.0,0.0,71.0,10.0,2.0,3.0,0.0,0.0,2.0,5.0,14.0,3.0,22.0,12.0,1.0,1.0,14.0,38.0,74.0,5.0,2.0
320302061,cian.ru,Раменки,22.0,12.0,4005.0,,,4058,1720,2676,1145,483300.0,68.0,38.0,9504.0,375.0,375.0,4058,1720,2676,1145,2.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,4.0,5.0,2.0,0.0,0.0,10.0,7.0,9.0,34.0,0.0,6.0,8.0,0.0,4.0,7.0,4.0,11.0,0.0,0.0,0.0,1.0,12.0,4.0,6.0,4.0,0.0,0.0,5.0,11.0,21.0,1.0,2.0
322913726,cian.ru,Басманный,190.0,81.0,1908.0,38.0,167.8709677419355,940,7438,1010,6738,461200.0,645.0,271.0,7484.0,38.0,377.57,940,7438,1010,6738,14.0,13.0,2.0,37.0,0.0,5.0,4.0,0.0,3.0,6.0,2.0,3.0,1.0,0.0,0.0,1.0,4.0,0.0,6.0,2.0,0.0,2.0,4.0,8.0,37.0,1.0,1.0,67.0,24.0,22.0,146.0,0.0,13.0,17.0,0.0,20.0,18.0,8.0,8.0,4.0,0.0,0.0,10.0,18.0,2.0,15.0,11.0,0.0,6.0,21.0,38.0,133.0,7.0,1.0
320616466,cian.ru,Гагаринский,29.0,20.0,2734.0,82.0,82.0,2048,3464,1261,2358,454900.0,128.0,66.0,9450.0,82.0,323.3333333333333,2048,3464,1261,2358,5.0,4.0,4.0,11.0,0.0,2.0,3.0,0.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,3.0,0.0,0.0,0.0,7.0,4.0,3.0,0.0,14.0,14.0,19.0,41.0,0.0,4.0,13.0,0.0,50.0,15.0,8.0,12.0,1.0,0.0,2.0,0.0,28.0,3.0,10.0,14.0,0.0,0.0,11.0,24.0,34.0,9.0,1.0
321901422,cian.ru,Гагаринский,29.0,11.0,2166.0,51.0,198.66666666666663,986,2333,1982,2358,454900.0,145.0,30.0,5074.0,51.0,386.5,986,2333,1982,2358,3.0,3.0,3.0,11.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,9.0,10.0,5.0,21.0,0.0,0.0,8.0,0.0,6.0,5.0,4.0,6.0,1.0,0.0,0.0,3.0,12.0,5.0,8.0,2.0,0.0,0.0,6.0,6.0,10.0,4.0,2.0
321898170,cian.ru,Даниловский,57.0,11.0,681.0,103.0,211.8181818181818,292,7414,576,3000,399100.0,258.0,36.0,1722.0,103.0,440.2166666666666,292,7414,576,3000,0.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,8.0,6.0,8.0,19.0,2.0,3.0,4.0,0.0,22.0,5.0,1.0,1.0,4.0,0.0,0.0,15.0,8.0,3.0,8.0,1.0,0.0,0.0,22.0,23.0,31.0,1.0,1.0
320705726,cian.ru,Раменки,17.0,7.0,2409.0,,,3484,0,392,0,483300.0,54.0,23.0,7095.0,318.0,421.5,3484,0,392,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,4.0,23.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,9.0,2.0,1.0,4.0,0.0,0.0,0.0,5.0,9.0,0.0,0.0
