address,name_ru,avg_rating,rubrics,lat,lon,geocode_status
"Москва, Строгинский бульвар, 30",Белорусские продукты,3.0,"Магазин продуктов;Магазин мяса, колбас;Молочный магазин",55.802214,37.4065813,success
"Москва, Строгинский бульвар, 30",Красная икра,3.0,Магазин рыбы и морепродуктов,55.802214,37.4065813,success
"Москва, Строгинский бульвар, 30",Студия Estetik Day,5.0,Косметология;Салон красоты;Эпиляция,55.802214,37.4065813,success
"Москва, Строгинский бульвар, 4",Бьюти Студия Елены Хачатрян,5.0,Салон красоты,55.8067006,37.4015316,success
"Москва, Строгинский бульвар, 5",Россельхозбанк,5.0,Банк,55.8053751,37.3989952,success
"Москва, Строгинский бульвар, 5",4hands,5.0,Ногтевая студия;Салон красоты;Косметология,55.8053751,37.3989952,success
"Москва, Строгинский бульвар, 5",Единая Городская Служба Дезинфекции,5.0,"Дезинфекция, дезинсекция, дератизация;Санитарно-эпидемиологическая служба",55.8053751,37.3989952,success
"Москва, Строгинский бульвар, 7, корп. 1",INVITRO,5.0,Диагностический центр;Медицинская лаборатория,,,not_found
"Москва, Строгинский бульвар, 7, корп. 1",Точка Красоты,3.0,Салон красоты,,,not_found
"Москва, Строгинский бульвар, 7, корп. 1",Цветочный Ряд,4.0,Магазин цветов;Доставка цветов и букетов;Цветочный рынок,,,not_found
"Москва, Строгинский бульвар, 7к1",Совкомбанк,5.0,Банк,55.8055271,37.4000692,success
"Москва, Строгинский бульвар, 9",Пятёрочка,4.0,Супермаркет,55.805123,37.3999387,success
"Москва, Строгинский бульвар, 9",ГОРЗДРАВ,4.0,Аптека,55.805123,37.3999387,success
"Москва, Строгинский бульвар, 9",Здоров.ру,3.0,Аптека,55.805123,37.3999387,success
"Москва, Строгинский бульвар, 9",Бетховен,5.0,Зоомагазин,55.805123,37.3999387,success
"Москва, Строгинский бульвар, 9",Би-Би,5.0,Магазин автозапчастей и автотоваров;Автоаксессуары;Шины и диски,55.805123,37.3999387,success
"Москва, Строгинский бульвар, вл14",Иона,5.0,Кафе,55.8043294,37.401431,success
"Москва, Строгинский бульвар, вл14",Студия флористики Август,5.0,Магазин цветов,55.8043294,37.401431,success
"Москва, Строгинский бульвар, вл21с1",Шаурма,3.0,Кафе;Быстрое питание,55.8043294,37.401431,success
"Москва, Строгинский бульвар, вл21с1",Ювелирная мастерская,5.0,Ювелирная мастерская;Ремонт очков,55.8043294,37.401431,success
"Москва, Строгинское шоссе, 3",City Beach Club,2.0,Ресторан;Пляж;Кафе,55.8029425,37.4303992,success
"Москва, Строгинское шоссе, 3",Школа ветра,5.0,"Сапсёрфинг;Спортивный клуб, секция;Виндсёрфинг",55.8029425,37.4303992,success
"Москва, Строгинское шоссе, вл1А",Флайборд,5.0,"Спортивно-развлекательный центр;Спортивный клуб, секция",55.8043934,37.4314476,success
"Москва, Строгинское шоссе, вл1А",Сила ветра,5.0,Яхт-клуб,55.8043934,37.4314476,success
"Москва, Строгинское шоссе, вл1А",Пляж-клуб Super Beach в Строгино,5.0,Пляж;Ресторан;Бассейн;Кейтеринг;Организация мероприятий,55.8043934,37.4314476,success
"Москва, Строгинское шоссе, вл1А",Каяк Монстр,5.0,Спортивная база,55.8043934,37.4314476,success
"Москва, Строгинское шоссе, вл1А",Берёzы Парк,4.571428571428571,Ресторан;Пляж;Банкетный зал,55.8043934,37.4314476,success
"Москва, Строгинское шоссе, вл3",Sup центр,5.0,Сапсёрфинг;Фитнес-клуб,55.8029425,37.4303992,success
"Москва, Строгинское шоссе, вл3",Supzone,5.0,"Сапсёрфинг;Спортивная база;Водная база, лодочная станция;Пункт проката",55.8029425,37.4303992,success
"Москва, Строительный проезд, 10",Аутел Рус,5.0,Автосервисное и гаражное оборудование,55.8398317,37.4288255,success
"Москва, Строительный проезд, 7А, корп. 1",Platforma,5.0,Мебель на заказ,,,not_found
"Москва, Строительный проезд, 7А, корп. 1",МосЭкспертиза-Испытание,5.0,Строительная экспертиза и технадзор,,,not_found
"Москва, Строительный проезд, 7А, корп. 11",Атлант-М Тушино Skoda,5.0,"Автосалон;Автосервис, автотехцентр;Продажа автомобилей с пробегом",,,not_found
"Москва, Строительный проезд, 7А, корп. 18",Снеж. Ком,5.0,Каток;Спортивно-развлекательный центр,,,not_found
"Москва, Строительный проезд, 7А, корп. 28",Волга-Бот,5.0,"Катера, лодки, яхты;Автомобильные прицепы;Ремонт лодок",,,not_found
"Москва, Строительный проезд, 7А, корп. 28",Русский Забор,5.0,Городское благоустройство;Заборы и ограждения,,,not_found
"Москва, Строительный проезд, 7А, корп. 3",Септик Хаус,5.0,Очистные сооружения и оборудование,,,not_found
"Москва, Строительный проезд, 7А, корп. 30",ПОСклаб,4.0,Оборудование для переработки пластмасс;Пластмассовые изделия,,,not_found
"Москва, Строительный проезд, 7А, корп. 39",Brendauto,5.0,Оклейка машин;Студия автотюнинга;Детейлинг,,,not_found
"Москва, Строительный проезд, 9",Скай Гарден,5.0,Жилой комплекс,55.8356002,37.4285651,success
"Москва, Стромынский переулок, 5",Beat Soul Step,5.0,Школа танцев,55.7926458,37.6950013,success
"Москва, Стромынский переулок, 6",Тюбик,5.0,Салон красоты;Ногтевая студия;Барбершоп,55.7924581,37.6941692,success
"Москва, Студенецкий переулок, 6",Салон красоты Наталии Полуэктовой,5.0,"Салон красоты;Парикмахерская;Визажисты, стилисты",55.7581615,37.5565429,success
"Москва, Студенецкий переулок, 6",Квартира семьи Маяковских на Красной Пресне,5.0,Музей,55.7581615,37.5565429,success
"Москва, Студенческая улица, 19к1",ИНКОМ-Недвижимость,5.0,Агентство недвижимости;Девелопмент недвижимости;Квартиры в новостройках;Продажа и аренда коммерческой недвижимости;Земельные участки,55.7424242,37.5497417,success
"Москва, Студенческая улица, 19к1",Фрателло,5.0,Кафе;Пиццерия;Ресторан,55.7424242,37.5497417,success
"Москва, Студенческая улица, 19к4",Wmm,5.0,Магазин одежды,55.7417226,37.5505881,success
"Москва, Студенческая улица, 20, корп. 1",Клиника Temed,5.0,"Медцентр, клиника",,,not_found
"Москва, Студенческая улица, 23",Мясницкий ряд,5.0,"Магазин мяса, колбас",55.7410962,37.5459704,success
"Москва, Студенческая улица, 26",OldBoy,5.0,Барбершоп;Парикмахерская,55.7425551,37.5462281,success
"Москва, Студенческая улица, 26",Sugar. tut,5.0,Эпиляция;Шугаринг,55.7425551,37.5462281,success
"Москва, Студенческая улица, 26",БИОВЕТ,5.0,Ветеринарная клиника,55.7425551,37.5462281,success
"Москва, Студенческая улица, 26",Хлеб & Co,4.5,Кафе;Пекарня;Кондитерская,55.7425551,37.5462281,success
"Москва, Студенческая улица, 32",Авокадо,5.0,Магазин продуктов,55.7414864,37.5437325,success
"Москва, Студенческая улица, 32",Вежливый лось,4.0,Хостел,55.7414864,37.5437325,success
"Москва, Студенческая улица, 32",Планета здоровья,4.0,Аптека,55.7414864,37.5437325,success
"Москва, Студенческая улица, 32",Ремонт Электросамокатов,5.0,Ремонт персонального электротранспорта,55.7414864,37.5437325,success
"Москва, Студенческая улица, 33к3, подъезд 1",Общежитие № 3 Митхт,1.0,Общежитие,,,not_found
"Москва, Студенческая улица, 33к5",Столовая,5.0,Столовая;Доставка еды и обедов,55.7392709,37.5427807,success
"Москва, Студёный проезд, 10А","ГАОУ школа Шик16, дошкольное отделение № 1 Умка",5.0,"Детский сад, ясли",55.8926082,37.6575826,success
"Москва, Студёный проезд, 10Б",ГБОУ школа № 1506 Дошкольные группы,5.0,"Детский сад, ясли",55.8918611,37.6575179,success
"Москва, Студёный проезд, 12",Ignatova. nails,5.0,Ногтевая студия,55.8920198,37.6591074,success
"Москва, Студёный проезд, 12",Маникюр & Педикюр by Катя Кор,5.0,Ногтевая студия;Салон красоты,55.8920198,37.6591074,success
"Москва, Студёный проезд, 12",Ритмикс Сервис,5.0,Ремонт бытовой техники;Компьютерный ремонт и услуги;Ремонт телефонов,55.8920198,37.6591074,success
"Москва, Студёный проезд, 14",Wildberries,5.0,Пункт выдачи,55.8928931,37.6611463,success
"Москва, Студёный проезд, 18",Пятёрочка,5.0,Супермаркет,55.8927934,37.6629743,success
"Москва, Студёный проезд, 1А, стр. 1",СК Медведково Арена,4.75,Спортивный комплекс;Стадион,,,not_found
"Москва, Студёный проезд, 26",Градус,4.0,Магазин пива,55.8926111,37.6667298,success
"Москва, Студёный проезд, 26",Магнит,4.0,Магазин продуктов;Магазин хозтоваров и бытовой химии;Супермаркет,55.8926111,37.6667298,success
"Москва, Студёный проезд, 26",Ozon,5.0,Пункт выдачи,55.8926111,37.6667298,success
"Москва, Студёный проезд, 28",Дежурная аптека,5.0,Аптека,55.8927061,37.6679654,success
"Москва, Студёный проезд, 28",Женская амбулатория Lady,3.0,"Гинекологическая клиника;Медцентр, клиника;Женская консультация",55.8927061,37.6679654,success
"Москва, Студёный проезд, 36",Тбилисо,5.0,"Кафе;Бар, паб;Ресторан",55.892556,37.6716095,success
"Москва, Студёный проезд, 4, корп. 1",CDEK,2.0,Курьерские услуги;Грузовые авиаперевозки;Автомобильные грузоперевозки,,,not_found
"Москва, Студёный проезд, 4, корп. 6",Школа дрессировки собак Догвэй,5.0,"Зооцентр, клуб любителей животных;Собачья площадка",,,not_found
"Москва, Студёный проезд, 6, корп. 3",Пушистый Нос,5.0,"Зоосалон, зоопарикмахерская",,,not_found
"Москва, Студёный проезд, 7А",Чижик,4.5,Супермаркет;Магазин продуктов;Магазин алкогольных напитков,55.8937191,37.6626253,success
"Москва, Студёный проезд, 7Б",Официальный дилер Kia Ирбис,5.0,"Автосалон;Автосервис, автотехцентр;Кузовной ремонт",55.8944254,37.6612738,success
"Москва, Студёный проезд, 7Г",Ателье,5.0,Ателье по пошиву одежды;Кожевенная мастерская;Ремонт обуви;Химчистка;Ремонт одежды,55.8935412,37.6629959,success
"Москва, Студёный проезд, 8",Пятёрочка,5.0,Супермаркет,55.8931771,37.6569886,success
"Москва, Ступинский проезд, 1",Grow Food,3.0,Доставка еды и обедов,55.5902993,37.6266109,success
"Москва, Ступинский проезд, 1, стр. 13",АвиаТрейд Карго,5.0,Автомобильные грузоперевозки;Железнодорожные грузоперевозки;Грузовые авиаперевозки,,,not_found
"Москва, Ступинский проезд, 1, стр. 29",Шеф Маркет,5.0,Производство продуктов питания,,,not_found
"Москва, Ступинский проезд, 1, стр. 59",Встреча,5.0,Кафе,,,not_found
"Москва, Ступинский проезд, 1, стр. 6",Флорэвиль,4.722222222222222,Садовый центр;Оптовый магазин;Магазин для садоводов;Магазин цветов,,,not_found
"Москва, Ступинский проезд, 7",ФундКреп,5.0,"Магазин продуктов;Магазин мяса, колбас;Кондитерская",55.5915001,37.6326655,success
"Москва, Ступинский проезд, 7, стр. 1",MGlass.ru,5.0,Системы перегородок;Изготовление и монтаж зеркал,,,not_found
"Москва, Ступинский проезд, 7, стр. 1",ЛК-фабрика,5.0,Мебель на заказ;Мебельная фабрика;Шкафы-купе,,,not_found
"Москва, Ступинский проезд, 7, стр. 1",Мастер Холода,5.0,Ремонт климатических систем;Кондиционеры;Ремонт промышленных холодильников,,,not_found
"Москва, Ступинский проезд, вл1Б",Столовая,4.0,Столовая,55.5897898,37.630707,success
"Москва, Суворовская площадь, 1/52к2",Юнистрим,5.0,Банк;Обмен валюты;Денежные переводы,55.7807897,37.6139316,success
"Москва, Суворовская площадь, 1/52к2",Хлебница,3.0,Пекарня,55.7807897,37.6139316,success
"Москва, Суворовская площадь, 1/52к2",Театр комедии,4.5588235294117645,Театр,55.7807897,37.6139316,success
"Москва, Суворовская площадь, 1/52к2",Пресса,5.0,Точка продажи прессы,55.7807897,37.6139316,success
"Москва, Суворовская площадь, 1/52к2",Донер Тайм,5.0,Быстрое питание,55.7807897,37.6139316,success
"Москва, Суворовская площадь, 1/52к2",One Price Coffee,5.0,Кофейня;Кафе,55.7807897,37.6139316,success
"Москва, Суворовская площадь, 1/52к2",Скалка,5.0,Пекарня;Кафе;Кофе с собой,55.7807897,37.6139316,success
"Москва, Суворовская площадь, 2",Центральный академический театр Российской Армии,4.888888888888889,Театр,55.7828141,37.6139176,success
"Москва, Суворовская площадь, 2, стр. 75",ЦСКА,5.0,Теннисный клуб,,,not_found
"Москва, Суворовская площадь, 2с1",Центральный Дом Российской Армии,5.0,Культурный центр;Концертный зал;Дом культуры,55.7818099,37.6177145,success
"Москва, Суворовская площадь, 2с3",Славянка,4.294117647058823,Кафе,55.7808224,37.6187227,success
"Москва, Суворовская площадь, 2с32",Планетарий Центрального дома Российской армии им. М. Фрунзе,5.0,Планетарий;Музей,55.7812953,37.6215635,success
"Москва, Суворовская улица, 12",Нью-Йорк,4.0,Ресторан;Банкетный зал,55.7918955,37.7113215,success
"Москва, Суворовская улица, 17",Учебный центр Медиана,5.0,Компьютерные курсы;Бухгалтерские курсы,55.7884539,37.7094327,success
"Москва, Суворовская улица, 22",Ателье Гера,5.0,Ремонт одежды;Химчистка;Ателье по пошиву одежды,55.7933305,37.7118066,success
"Москва, Суворовская улица, 24",NailMaker Bar,5.0,Ногтевая студия;Салон красоты;Салон бровей и ресниц,55.7939345,37.7120614,success
"Москва, Суворовская улица, 24",Разливное пиво,5.0,Магазин пива,55.7939345,37.7120614,success
"Москва, Суворовская улица, 24",Тхань,5.0,Кафе,55.7939345,37.7120614,success
"Москва, Суворовская улица, 29с1",ГБУ Автомобильные дороги ВАО,2.0,Городское благоустройство;Строительство и ремонт дорог;Промышленное строительство,55.7914278,37.7104766,success
"Москва, Суворовская улица, 2А",Декамед,5.0,Наркологическая клиника,55.78794,37.7103945,success
"Москва, Суворовская улица, 2А",Делу время,5.0,Юридические услуги,55.78794,37.7103945,success
"Москва, Суворовская улица, 5",BBQ kitchen,4.8,Кафе,55.7870347,37.7093265,success
"Москва, Суворовская улица, 51",Антикафе Cooltime. life,5.0,Антикафе;Коворкинг,55.7940866,37.7115671,success
"Москва, Суворовская улица, 51",Portal VR,5.0,Клуб виртуальной реальности;Развлекательный центр;Квесты,55.7940866,37.7115671,success
"Москва, Суворовская улица, 6, стр. 1",Clean Now,5.0,Клининговые услуги,,,not_found
"Москва, Суворовская улица, 6, стр. 5",Кема Клаб,3.0,"Парфюмерно-косметическая компания;Пищевые ингредиенты и специи;Очистители, увлажнители и ароматизаторы воздуха",,,not_found
"Москва, Суворовская улица, 8",Denirashop,5.0,Оборудование и материалы для салонов красоты,55.7904243,37.7108873,success
"Москва, Суворовская улица, 8",Центр Переезд,5.0,Переезды;Складские услуги;Услуги грузчиков,55.7904243,37.7108873,success
"Москва, Суворовский парк",Суворовский парк,5.0,Парк культуры и отдыха,55.7423974,37.4388428,success
"Москва, Судостроительная улица, 1",Цветочный Пассаж,5.0,Магазин цветов;Товары для праздника;Доставка цветов и букетов,55.6827688,37.68001,success
"Москва, Судостроительная улица, 1",Смешные цены,5.0,Магазин одежды;Товары для дома;Магазин верхней одежды;Магазин галантереи и аксессуаров;Магазин обуви;Магазин сумок и чемоданов,55.6827688,37.68001,success
"Москва, Судостроительная улица, 1",Народный Кондитер,5.0,Кондитерская,55.6827688,37.68001,success
"Москва, Судостроительная улица, 1",Донер тайм,5.0,Кафе,55.6827688,37.68001,success
"Москва, Судостроительная улица, 1",Дубликат,5.0,Изготовление номерных знаков,55.6827688,37.68001,success
"Москва, Судостроительная улица, 1",Магазин овощей и фруктов,1.0,"Магазин овощей и фруктов;Орехи, снеки, сухофрукты",55.6827688,37.68001,success
"Москва, Судостроительная улица, 1",Rich Nails,3.857142857142857,Салон красоты;Парикмахерская;Ногтевая студия,55.6827688,37.68001,success
"Москва, Судостроительная улица, 10, корп. 1",ГБОУ школа № 463 имени Героя Советского Союза Д. Н. Медведева,1.0,Общеобразовательная школа,,,not_found
"Москва, Судостроительная улица, 15, стр. 2",Мясо от фермера,5.0,"Магазин продуктов;Яйцо и мясо птицы;Магазин мяса, колбас",,,not_found
"Москва, Судостроительная улица, 15, стр. 2",РусМаркет,5.0,Магазин продуктов,,,not_found
"Москва, Судостроительная улица, 15, стр. 2",Цветочный магазин,5.0,Магазин цветов;Доставка цветов и букетов,,,not_found
"Москва, Судостроительная улица, 17",Четыре Лапы,5.0,Зоомагазин;Ветеринарная аптека,55.6811288,37.6737149,success
"Москва, Судостроительная улица, 17",Хмель&Солод,5.0,Магазин пива;Магазин рыбы и морепродуктов;Магазин продуктов,55.6811288,37.6737149,success
"Москва, Судостроительная улица, 17",Пятёрочка,3.5,Супермаркет,55.6811288,37.6737149,success
"Москва, Судостроительная улица, 17",Ozon,5.0,Пункт выдачи,55.6811288,37.6737149,success
"Москва, Судостроительная улица, 17",Ароматный мир,4.0,Магазин алкогольных напитков;Магазин продуктов,55.6811288,37.6737149,success
"Москва, Судостроительная улица, 17",Kamili Nails,5.0,Салон красоты;Парикмахерская;Ногтевая студия,55.6811288,37.6737149,success
"Москва, Судостроительная улица, 17",Маникюр и Укладки,5.0,Салон красоты;Парикмахерская;Ногтевая студия,55.6811288,37.6737149,success
"Москва, Судостроительная улица, 18, корп. 5",Тигрёнок-Вет,5.0,Ветеринарная клиника;Ветеринарная аптека,,,not_found
"Москва, Судостроительная улица, 18к5",Маяк,5.0,"Детский сад, ясли;Центр развития ребёнка;Логопеды",55.6812501,37.6794524,success
"Москва, Судостроительная улица, 1А",Лия,5.0,Салон красоты;Парикмахерская;Ногтевая студия,55.6790723,37.6664687,success
"Москва, Судостроительная улица, 20/2к2",Маки,5.0,Салон красоты;Парикмахерская;Косметология,55.6821494,37.6811713,success
"Москва, Судостроительная улица, 21А",Цветы,5.0,Магазин цветов,55.6821246,37.6786272,success
"Москва, Судостроительная улица, 23, корп. 1",Пятёрочка,3.5,Супермаркет,,,not_found
"Москва, Судостроительная улица, 23к1",Пончики,5.0,Быстрое питание;Кафе;Кондитерская;Кофейня,55.6821814,37.6774767,success
"Москва, Судостроительная улица, 24",V-Service,5.0,"Автосервис, автотехцентр",55.6828739,37.6827129,success
"Москва, Судостроительная улица, 24",Пятёрочка,4.0,Супермаркет,55.6828739,37.6827129,success
"Москва, Судостроительная улица, 25, корп. 1",Loft Barbershop,5.0,Барбершоп;Салон красоты;Парикмахерская,,,not_found
"Москва, Судостроительная улица, 29",Магнит,4.0,Магазин продуктов;Магазин хозтоваров и бытовой химии;Супермаркет,55.6831446,37.6810027,success
"Москва, Судостроительная улица, 29",Подружка,4.0,Магазин парфюмерии и косметики;Магазин бижутерии;Магазин хозтоваров и бытовой химии,55.6831446,37.6810027,success
"Москва, Судостроительная улица, 31к1",Шаурмания,4.0,Быстрое питание,55.6833628,37.6823453,success
"Москва, Судостроительная улица, 32",Дикси,2.0,Супермаркет;Магазин продуктов,55.6837377,37.6859477,success
"Москва, Судостроительная улица, 32",Окна,5.0,Окна;Остекление балконов и лоджий,55.6837377,37.6859477,success
"Москва, Судостроительная улица, 32, корп. 1, стр. 2",Lavburger,4.666666666666667,Кафе;Пекарня;Кофе с собой,,,not_found
"Москва, Судостроительная улица, 32к1с2",Frisson Lounge,5.0,Кальян-бар,55.6821246,37.6786272,success
"Москва, Судостроительная улица, 36",LiGA,5.0,Мебель на заказ;Шкафы-купе;Мягкая мебель,55.6841931,37.6875838,success
"Москва, Судостроительная улица, 36",To Shine,5.0,Ногтевая студия;Салон красоты;Салон бровей и ресниц,55.6841931,37.6875838,success
"Москва, Судостроительная улица, 36",Wildberries,5.0,Пункт выдачи,55.6841931,37.6875838,success
"Москва, Судостроительная улица, 36",Чио Чио,1.0,Парикмахерская,55.6841931,37.6875838,success
"Москва, Судостроительная улица, 37/11",Фермерские продукты,5.0,"Магазин продуктов;Яйцо и мясо птицы;Универмаг;Магазин мяса, колбас",55.6844822,37.6859507,success
"Москва, Судостроительная улица, 39",Пятёрочка,5.0,Супермаркет,55.6847234,37.686814,success
"Москва, Судостроительная улица, 40",Дент-ИСТ,5.0,Стоматологическая клиника;Стоматологическая поликлиника,55.6846143,37.6905259,success
"Москва, Судостроительная улица, 41",ВкусВилл,5.0,Магазин продуктов;Супермаркет,55.6849437,37.6877247,success
"Москва, Судостроительная улица, 42А",Хинкальная Нагатино,4.0,Кафе;Доставка еды и обедов;Банкетный зал,55.6853809,37.6924994,success
"Москва, Судостроительная улица, 44, стр. 3",Коломенское,1.0,"Автосервис, автотехцентр;Шиномонтаж;Кузовной ремонт",,,not_found
"Москва, Судостроительная улица, 49, корп. 3",Жилищник района Нагатинский затон,1.0,Офис организации;Сантехнические работы;Коммунальная служба,,,not_found
"Москва, Судостроительная улица, 6",CDEK,4.0,Курьерские услуги;Грузовые авиаперевозки;Автомобильные грузоперевозки,55.6787317,37.6681386,success
"Москва, Судостроительная улица, 8, корп. 1",Айкрафт Оптика,5.0,Салон оптики;Контактные линзы,,,not_found
"Москва, Суздальская улица, 10, корп. 2",Продукты,5.0,Магазин продуктов,,,not_found
"Москва, Суздальская улица, 10, корп. 2",GoldenMed,5.0,"Медцентр, клиника;Стоматологическая клиника;Медицинская лаборатория",,,not_found
"Москва, Суздальская улица, 10, корп. 3",ПаКо Nail Bar,5.0,Ногтевая студия;Салон красоты;Салон бровей и ресниц,,,not_found
"Москва, Суздальская улица, 11Б",Жара,4.0,Быстрое питание;Кафе;Магазин продуктов;Магазин пива,55.7442647,37.85376,success
"Москва, Суздальская улица, 12А",Фабрика качества,5.0,"Магазин мяса, колбас;Магазин продуктов",55.7380613,37.84665,success
"Москва, Суздальская улица, 12А",Fix Price,4.0,Товары для дома;Магазин хозтоваров и бытовой химии;Магазин подарков и сувениров;Магазин фиксированной цены,55.7380613,37.84665,success
"Москва, Суздальская улица, 12А",Ветклиника,4.5,Ветеринарная клиника,55.7380613,37.84665,success
"Москва, Суздальская улица, 12А",Дружба,4.8,"Банкетный зал;Бар, паб;Караоке-клуб",55.7380613,37.84665,success
"Москва, Суздальская улица, 12А",Пятёрочка,5.0,Супермаркет,55.7380613,37.84665,success
"Москва, Суздальская улица, 12А",Торговый центр,5.0,Торговый центр,55.7380613,37.84665,success
"Москва, Суздальская улица, 18Г",Трио,5.0,Торговый центр,55.740967,37.8515082,success
