iter	Passed	Remaining
398	178475	134639
399	178942	134206
400	179412	133776
401	179881	133344
402	180358	132919
403	180832	132491
404	181298	132056
405	181758	131618
406	182209	131172
407	182676	130738
408	183127	130293
409	183588	129855
410	184046	129415
411	184519	128984
412	184981	128546
413	185445	128110
414	185914	127676
415	186390	127247
416	186855	126810
417	187319	126373
418	187798	125946
419	188260	125506
420	188723	125068
421	189194	124635
422	189659	124197
423	190123	123759
424	190592	123324
425	191118	122926
426	191594	122495
427	192068	122062
428	192546	121631
429	193026	121202
430	193504	120771
431	193985	120342
432	194461	119910
433	194929	119472
434	195396	119034
435	195878	118605
436	196338	118162
437	196808	117725
438	197280	117290
439	197751	116853
440	198232	116422
441	198703	115985
442	199167	115544
443	199639	115107
444	200115	114673
445	200582	114233
446	201055	113796
447	201536	113364
448	202011	112928
449	202473	112485
450	202947	112048
451	203415	111608
452	203891	111172
453	204363	110734
454	204834	110295
455	205304	109855
456	205773	109415
457	206246	108977
458	206720	108539
459	207202	108105
460	207681	107670
461	208152	107230
462	208635	106796
463	209110	106358
464	209592	105922
465	210074	105487
466	210546	105048
467	211013	104605
468	211478	104161
469	211944	103717
470	212411	103274
471	212888	102835
472	213358	102394
473	213825	101950
474	214298	101509
475	214772	101069
476	215250	100630
477	215721	100188
478	216198	99749
479	216673	99308
480	217146	98867
481	217619	98425
482	218099	97986
483	218585	97550
484	219069	97113
485	219541	96670
486	220009	96225
487	220483	95783
488	220954	95340
489	221433	94900
490	221905	94456
491	222388	94017
492	222835	93563
493	223310	93121
494	223780	92676
495	224261	92236
496	224728	91790
497	225198	91345
498	225678	90904
499	226149	90459
500	226625	90016
501	227098	89572
502	227575	89130
503	228063	88691
504	228532	88245
505	229006	87800
506	229479	87356
507	229941	86907
508	230413	86461
509	230887	86016
510	231360	85571
511	231833	85126
512	232302	84679
513	232769	84231
514	233238	83784
515	233712	83339
516	234189	82894
517	234667	82450
518	235083	81984
519	235554	81538
520	236020	81089
521	236490	80642
522	236968	80197
523	237435	79749
524	237912	79304
525	238389	78859
526	238852	78409
527	239334	77964
528	239809	77518
529	240283	77072
530	240761	76626
531	241247	76183
532	241721	75736
533	242173	75282
534	242645	74834
535	243120	74387
536	243601	73942
537	244081	73496
538	244586	73058
539	245068	72612
540	245537	72163
541	246011	71715
542	246481	71266
543	246949	70816
544	247415	70365
545	247882	69915
546	248359	69468
547	248829	69018
548	249289	68565
549	249765	68117
550	250230	67666
551	250709	67219
552	251180	66769
553	251653	66320
554	252126	65870
555	252601	65422
556	253058	64968
557	253535	64519
558	254003	64068
559	254456	63614
560	254929	63164
561	255407	62715
562	255887	62267
563	256355	61816
564	256826	61365
565	257300	60915
566	257772	60465
567	258248	60015
568	258730	59567
569	259191	59113
570	259660	58662
571	260132	58211
572	260615	57763
573	261077	57309
574	261554	56859
575	262020	56407
576	262486	55954
577	262949	55501
578	263427	55051
579	263900	54600
580	264374	54148
581	264844	53697
582	265315	53245
583	265791	52794
584	266246	52339
585	266724	51888
586	267200	51437
587	267671	50984
588	268136	50531
589	268600	50077
590	269082	49627
591	269557	49176
592	270028	48723
593	270500	48271
594	270981	47820
595	271453	47367
596	271929	46915
597	272408	46464
598	272875	46010
599	273354	45559
600	273819	45105
601	274266	44647
602	274737	44194
603	275218	43743
604	275643	43282
605	276111	42829
606	276524	42367
607	276593	41852
608	277065	41400
609	277513	40944
610	277977	40490
611	278444	40037
612	278919	39585
613	279388	39132
614	279859	38679
615	280331	38227
616	280807	37774
617	281282	37322
618	281748	36868
619	282224	36416
620	282683	35961
621	283150	35507
622	283617	35053
623	284082	34599
624	284540	34144
625	285001	33690
626	285463	33235
627	285927	32781
628	286394	32327
629	286865	31873
630	287328	31419
631	287771	30962
632	288239	30508
633	288702	30054
634	289186	29601
635	289654	29147
636	290119	28693
637	290597	28239
638	291063	27785
639	291537	27331
640	292001	26876
641	292473	26422
642	292950	25969
643	293418	25514
644	293887	25060
645	294348	24604
646	294818	24150
647	295278	23695
648	295738	23239
649	296209	22785
650	296674	22330
651	297146	21875
652	297667	21424
653	298134	20969
654	298598	20514
655	299059	20058
656	299534	19604
657	299997	19148
658	300471	18693
659	300941	18238
660	301431	17784
661	301865	17327
662	302336	16872
663	302807	16417
664	303281	15962
665	303748	15506
666	304210	15050
667	304673	14595
668	305134	14139
669	305614	13684
670	306087	13228
671	306553	12773
672	307016	12317
673	307481	11861
674	307954	11405
675	308420	10949
676	308884	10493
677	309346	10037
678	309817	9581
679	310286	9126
680	310748	8669
681	311208	8213
682	311678	7757
683	312138	7301
684	312619	6845
685	313087	6389
686	313555	5933
687	314026	5477
688	314489	5020
689	314964	4564
690	315427	4108
691	315893	3651
692	316363	3195
693	316830	2739
694	317292	2282
695	317757	1826
696	318225	1369
697	318690	913
698	319167	456
699	319632	0
